file,width,height,blur_score,status,reason
dataset/Modern/_916113_S_FV_object_FVM149943_1_1.jpg,400,282,1541.2832441778585,VALID,
dataset/Modern/_15515_1110000290_1_1.png,400,300,193.0348009049306,VALID,
dataset/Modern/_649_item_Q4B5SVSUWXJSLPBAUAQ2JOT6ALHB6H2W_1_1.png,400,586,480.69153303822344,VALID,
dataset/Modern/_437_item_DROALB7R46JZSO4YVG34EQDOMD2K6ZGT_1_1.jpg,400,293,1193.4446056910972,VALID,
dataset/Modern/_437_item_NLPGUQ36KSZYPZUQH3WBVV733B7ZJHCS_1_1.jpg,400,283,2225.107124945685,VALID,
dataset/Modern/_206_item_UG754VIHNW7GRC7FOZYLAJFFV4G4H2V7_1.jpg,400,541,4038.6550879706706,VALID,
dataset/Modern/_356_item_UDPAKPIRPYXMMIKSZXCYEX7L6RO7PVFH_1_1.jpg,400,267,365.1792239247991,VALID,
dataset/Modern/_1316_https___www_searchculture_gr_aggregator_edm_momus_000179_616_1.jpg,380,258,94.42656325911571,VALID,
dataset/Modern/_122_https___www_searchculture_gr_aggregator_edm_ELIA_000100_22_516247_1_1.jpg,380,477,743.898804764061,VALID,
dataset/Modern/_0943101_libvar_ARTICLE_2986_1_1.jpg,400,540,9648.186893485918,VALID,
dataset/Modern/_122_https___www_searchculture_gr_aggregator_edm_ELIA_000100_22_538935_1_2.jpg,380,287,1163.121267728352,VALID,
dataset/Modern/_2024905_photography_ProvidedCHO_NALIS_Foundation_F13775912830057_1_1.jpg,400,295,1778.3657514202098,VALID,
dataset/Modern/_2021009__EA9A14B4A8C66CA145114F35E6BB2B7C_1_1.jpg,400,403,504.85780007865935,VALID,
dataset/Modern/_437_item_R3AL4UEURMT2DJ4XPX3F3MNLPOJCEXE3_1_1.jpg,400,264,3306.649656490688,VALID,
dataset/Modern/_437_item_I3SZJUHG5YTHM4S63SO3NMGGWOOULWWX_1_1.jpg,400,316,2872.662740510773,VALID,
dataset/Modern/_2024905_photography_ProvidedCHO_NALIS_Foundation_F13733591081626_1_1.jpg,400,563,3325.4222562884506,VALID,
dataset/Modern/_2048421_item_UUMR7DT3VXT2ZGURTSYKUBNKQ6IGCCES_1_1.jpg,400,272,744.9516433769464,VALID,
dataset/Modern/_0943109_libvar_ADV_13656_1_1.jpg,400,571,17800.042508755014,VALID,
dataset/Modern/_412_tr_photo_TMETB_1213_1_1.jpg,400,292,1056.486260958611,VALID,
dataset/Modern/_91617_upmu_photo_GS09719_1_1.jpg,400,407,1399.834432962318,VALID,
dataset/Modern/_437_item_E7FGR3HPGX7JMT4LUY65HJIQW6UA7SP3_1_1.jpg,400,299,1977.4059417539372,VALID,
dataset/Modern/_954_Culturalia_8c05513e_69a1_492b_d7af_ad3c0a3c81e6_1_2.jpg,286,409,53386.82912442081,VALID,
dataset/Modern/_1465_skm_item_159903_1_1.jpg,366,550,190.0016904557535,VALID,
dataset/Modern/_2020711_DR_4500_1_1.jpg,400,300,4947.58460680493,VALID,
dataset/Modern/_499_https___hispana_mcu_es_lod_oai_larramendi_es_3222_ent0_1_1.jpg,400,579,3420.2090478276077,VALID,
dataset/Modern/_440_item_PZ4T5AMEL35IIDPFB5ILVC2UKX24DOXI_1_1.jpg,400,279,4682.574129980023,VALID,
dataset/Modern/_91617_upmu_photo_UB059720_1_1.jpg,400,405,871.8468128638547,VALID,
dataset/Modern/_916121_S_OLM_photo_OLM_2012_8_10949_1_1.jpg,400,252,3118.996123455215,VALID,
dataset/Modern/_440_item_KWJBZHCFCY5DEVUCZM4P2HTHOIYNU3K4_1_1.jpg,400,298,1971.2676270322845,VALID,
dataset/Modern/_628_Pb_99849_1_1.jpg,400,267,776.7243071161049,VALID,
dataset/Modern/_2024905_photography_ProvidedCHO_NALIS_Foundation_F13673053950074_1_1.jpg,400,274,1064.8754871593453,VALID,
dataset/Modern/_91625_nomu_photo_NMAx0012402_1_1.jpg,400,421,520.9798667080063,VALID,
dataset/Modern/_122_https___www_searchculture_gr_aggregator_edm_ELIA_000100_22_421961_1_1.jpg,380,278,888.8447248418108,VALID,
dataset/Modern/_91625_nomu_photo_NMAx0012296_1_1.jpg,400,416,3443.6782550662433,VALID,
dataset/Modern/_1316_https___www_searchculture_gr_aggregator_edm_momus_000179_14795_1_1.jpg,380,515,155.93663971984276,VALID,
dataset/Modern/_188_item_7YWN6EKRHPCW4SR3LCMNZZ3QXKYPGK76_1_1.jpg,400,261,3209.027710252345,VALID,
dataset/Modern/_188_item_IBZ74TK6CIL566NHDZEPKPQ7ECTTMSEK_1_1.jpg,400,265,1112.035701201851,VALID,
dataset/Modern/_283_2712_C_IV_1_1.jpg,400,397,1838.0522873880539,VALID,
dataset/Modern/_463_item_TDD5CXU2WEI6WJLP54T5LW3YOFR4O4IF_1_1.jpg,400,607,1890.1638377588215,VALID,
dataset/Modern/_916121_S_OLM_photo_OLM_1938667_1_1_1.jpg,400,300,3075.9294612482645,VALID,
dataset/Modern/_1465_skm_item_156272_1_1.jpg,400,260,2419.1266156198226,VALID,
dataset/Modern/_188_item_BFUBSR6ZAON2X4EFQEDU3DGF5YDSMOAM_1_1.jpg,400,640,798.6919662841187,VALID,
dataset/Modern/_916121_S_OLM_photo_OLM_1938670_1_1_1.jpg,400,300,3556.3624583315973,VALID,
dataset/Modern/_440_item_IWC4S26GPO2ATW3VWXLHRWEHRJ6247HI_1_1.jpg,400,274,3863.9221361985688,VALID,
dataset/Modern/_499_https___hispana_mcu_es_lod_oai_larramendi_es_3167_ent0_1_1.jpg,400,290,906.4176268858503,VALID,
dataset/Modern/_9200122_BibliographicResource_1000056088355_1_1.jpg,400,614,7146.676106163925,VALID,
dataset/Modern/_08711_https___www_biodiversitylibrary_org_item_26695_1_1.jpg,248,403,3632.2486390261365,VALID,
dataset/Modern/_916121_S_OLM_photo_OLM_Nr5734_1_1_1.jpg,400,300,3700.223073016597,VALID,
dataset/Modern/_1477_libruse_EXLIBRIS_223752_1_1.jpg,337,472,969.481535176564,VALID,
dataset/Modern/_649_item_5IHCKR6FPREHB4TC7WCQBO4DMUKE2SEL_1_1.png,400,596,107.52480983936533,VALID,
dataset/Modern/_916121_S_OLM_photo_OLM_Nr7487_1_1_1.jpg,400,300,4886.420083648888,VALID,
dataset/Modern/_122_https___www_searchculture_gr_aggregator_edm_ELIA_000100_22_463999_1_1.jpg,380,279,685.239776486898,VALID,
dataset/Modern/_2021009__548fa4a1_925f_4453_a33c_f3daef10a904_1_1.jpg,400,290,3746.3511999077737,VALID,
dataset/Modern/_188_item_APAAT5TNDK6AAD4GB647UXJUXG7GBDON_1_1.jpg,400,261,1523.7755472907581,VALID,
dataset/Modern/_2020601_https___1914_1918_europeana_eu_contributions_12180_1_1.jpg,400,254,1060.8135728190487,VALID,
dataset/Modern/_2020711_DR_8339_1_1.jpg,360,480,1898.7226643558367,VALID,
dataset/Modern/_318_marc_nli_004703984_1_1.jpg,400,249,1107.6213647230488,VALID,
dataset/Modern/_2024905_photography_ProvidedCHO_NALIS_Foundation_F13994740670163_1_1.jpg,400,277,1964.7617873189247,VALID,
dataset/Modern/_154_S_JVM_photo_JvmKAGE00127_1_1.jpg,400,293,633.9943351419353,VALID,
dataset/Modern/_1465_skm_item_159830_1_1.jpg,400,261,1891.1415581946094,VALID,
dataset/Modern/_1477_libruse_EXLIBRIS_225350_1_1.jpg,400,567,1030.03381680213,VALID,
dataset/Modern/_463_item_RUO3LD624BJOGCLMIY5DQ36ZWMVLSIHX_1_1.jpg,400,294,4707.443073323326,VALID,
dataset/Modern/_15508_30301_42_1_1.jpg,400,654,422.7839810271156,VALID,
dataset/Modern/_437_item_KWC3LZWIZMZAS4ZKGTKL46HJ7K6ADOUU_1_1.jpg,400,266,931.415274031531,VALID,
dataset/Modern/_91627_SMVK_EM_fotografi_4257389_1_1.jpg,400,265,3658.315608711641,VALID,
dataset/Modern/_91617_upmu_photo_ED03973_1_1.jpg,400,578,253.67651497946625,VALID,
dataset/Modern/_08711_https___www_biodiversitylibrary_org_item_35665_1_1.jpg,243,370,2131.6175534716117,VALID,
dataset/Modern/_91627_SMVK_EM_fotografi_2196214_1_1.jpg,400,559,512.7194801583937,VALID,
dataset/Modern/_188_item_7WDXH6KCHHDK26XUEJAUDXKYIOBX4IMG_1_1.jpg,400,530,416.4605275371796,VALID,
dataset/Modern/_499_https___hispana_mcu_es_lod_oai_larramendi_es_3124_ent0_1_1.jpg,400,288,665.3188257046172,VALID,
dataset/Modern/_440_item_RLCVRR2ACW3P4PL337A7MVO6D7JCO5OK_1_1.jpg,400,280,1920.8582734234694,VALID,
dataset/Modern/_440_item_RLI6DRSAKIFYYA7RJ6C6YJIIZYUKR4K4_1_1.jpg,400,292,658.715712582098,VALID,
dataset/Modern/_773_https___catalonica_bnc_cat_catalonicahub_lod_oai_mdc_csuc_cat_ProgPMC____43143_ent0_1_1.jpg,400,691,456.5036505483857,VALID,
dataset/Modern/_470_https___www_esbirky_cz_detail_3460313_1_1.jpg,400,300,1342.4147080933333,VALID,
dataset/Modern/_356_item_SMXCLH6GEUPXLF7DPXVXMF5XLQVIOEW3_1_1.jpg,400,270,868.3353236686387,VALID,
dataset/Modern/_1465_skm_item_165109_1_1.jpg,366,550,4026.9779293089464,VALID,
dataset/Modern/_1465_skm_item_161822_1_1.jpg,400,262,3525.350540169207,VALID,
dataset/Modern/_122_https___www_searchculture_gr_aggregator_edm_ELIA_000100_25_516596_1_1.jpg,380,236,2153.32934739864,VALID,
dataset/Modern/_1465_skm_item_156317_1_1.jpg,400,260,1461.3673133713019,VALID,
dataset/Modern/_2020601_https___1914_1918_europeana_eu_contributions_13654_1_1.jpg,400,602,939.3775373112431,VALID,
dataset/Modern/_15508_FotoGLV2000_16664_1_1.jpg,400,265,1085.3622065780528,VALID,
dataset/Modern/_15508_6927_1_1.jpg,400,270,1182.8449728309326,VALID,
dataset/Modern/_90402_RP_F_2001_7_28_37_1_1.jpg,400,265,782.5800683428268,VALID,
dataset/Modern/_2048425_item_PY7T2DD6FP2OQ6XZNXDLQX4KSKERSITS_1_1.jpg,400,566,3549.3553533568906,VALID,
dataset/Modern/_356_item_NT2JP5ND2BSEPLFB6NJUWM3US34AY54R_1_1.jpg,400,267,253.0231294445847,VALID,
dataset/Modern/_916105_bhm_photo_UMFA53240_008438_1_1.jpg,400,404,737.1014167077677,VALID,
dataset/Modern/_122_https___www_searchculture_gr_aggregator_edm_ELIA_000100_22_539061_1.jpg,380,289,957.2791045199175,VALID,
dataset/Modern/_472_https___www_esbirky_cz_detail_21688284_1_1.jpg,400,403,2971.3227695003047,VALID,
dataset/Modern/_636__2d8df6f9_f106_4d22_9a89_6443d1d12fd3_1_1.jpg,400,283,1191.4748552821702,VALID,
dataset/Modern/_437_item_D65P4J4OWLK3VSFX7S6ECWYSFQJGTXAO_1_1.jpg,400,568,2095.664355655326,VALID,
dataset/Modern/_916121_S_OLM_photo_OLM_1938368_1_1_1.jpg,400,300,12738.112406438264,VALID,
dataset/Modern/_440_item_SVMGD35XHSL3TP25FHFZXGOGAEFPTN23_1_1.jpg,400,616,4421.004266792197,VALID,
dataset/Modern/_437_item_D2VK6ZSJGQI7TNIPMD6OLTRRLDGA4LHG_1_1.jpg,400,276,2855.3017283966565,VALID,
dataset/Modern/_0943101_libvar_ARTICLE_16435_1_1.jpg,400,534,17798.776994382024,VALID,
dataset/Modern/_0943102_libvar_ADV_1481_1_1.jpg,400,598,8375.773235785953,VALID,
dataset/Modern/_916121_S_OLM_photo_OLM_2008_21_663_1_1.jpg,400,288,539.6513362080892,VALID,
dataset/Modern/_916121_S_OLM_photo_OLM_91_102_15035_1_1.jpg,400,398,238.61234879639244,VALID,
dataset/Modern/_437_item_N2O45F52QOE2LEGQ22NFYOR3TYYCMN5R_1_1.jpg,400,264,2069.417644930753,VALID,
dataset/Modern/_2024905_photography_ProvidedCHO_NALIS_Foundation_F13994740670131_1_1.jpg,400,255,8462.2710888119,VALID,
dataset/Modern/_15508_FotoGLV2000_18385_1_1.jpg,400,265,1412.1384720753829,VALID,
dataset/Modern/_1465_skm_item_162254_1_1.jpg,400,263,2596.0454939871006,VALID,
dataset/Modern/_463_item_TO44LAB6VDX553BXPAAW3LQ5XL2HWDFA_1_1.jpg,400,268,2490.6882831448224,VALID,
dataset/Modern/_463_item_RKHYJ32MEQOJJMLDR6TVLP7EG6A3URNP_1_1.jpg,400,488,7355.115673036036,VALID,
dataset/Modern/_318_marc_nli_004635245_1_1.jpg,400,652,150.36010884088074,VALID,
dataset/Modern/_15508_D_III_12_62_1_1.jpg,400,529,424.46507949547697,VALID,
dataset/Modern/_318_marc_nli_004471067_1_1.jpg,400,547,100.1668431049659,VALID,
dataset/Modern/_437_item_FHGTMTDV5PCUPDOEIQN34WMMJGCXUFIK_1_1.jpg,400,269,2243.707484031108,VALID,
dataset/Modern/_1316_https___www_searchculture_gr_aggregator_edm_momus_000179_15759_1_1.jpg,380,281,294.02213947584704,VALID,
dataset/Modern/_122_https___www_searchculture_gr_aggregator_edm_ELIA_000100_22_436373_1_1.jpg,380,284,1378.3017265204237,VALID,
dataset/Modern/_15508_FotoGLV2000_10966_1_1.jpg,400,520,582.4245404685421,VALID,
dataset/Modern/_0943109_libvar_ADV_13546_1_1.jpg,400,575,17224.02359999879,VALID,
dataset/Modern/_90402_RP_F_2001_7_1638_51_1_1.jpg,400,323,454.43811188493845,VALID,
dataset/Modern/_916121_S_OLM_photo_OLM_91211506_1_1_1.jpg,400,300,4052.857914848889,VALID,
dataset/Modern/_318_marc_nli_004641667_1_1.jpg,400,255,706.2012361518647,VALID,
dataset/Modern/_318_marc_nli_004024153_1_1.jpg,400,248,1167.5874074690264,VALID,
dataset/Modern/_463_item_YW56BEDF42AQN7FBE4RO7BKRQSVRQMJA_1_1.jpg,400,265,1335.8284433406018,VALID,
dataset/Modern/_499_https___hispana_mcu_es_lod_oai_larramendi_es_3173_ent0_1_1.jpg,400,288,2256.4095926648556,VALID,
dataset/Modern/_91617_upmu_photo_AL7423_1_1.jpg,400,537,97.3199579870756,VALID,
dataset/Modern/_318_marc_nli_004870501_1_1.jpg,400,266,1469.7820591596471,VALID,
dataset/Modern/_2021009__fb3af77d_40b2_41ee_b9df_41d63243b75c_1_1.jpg,400,274,1479.1360718164758,VALID,
dataset/Modern/_91609_SMVK_VKM_fotografi_1979287_1_1.jpg,400,329,583.2853275373934,VALID,
dataset/Modern/_2021009__f22d0378_1d24_4eea_b148_8bfedbfd0072_1_1.jpg,400,661,904.1411189948385,VALID,
dataset/Modern/_916105_bhm_photo_UMFA54630_1314_1_1.jpg,400,404,3283.699182662852,VALID,
dataset/Modern/_318_marc_nli_004635269_1_1.jpg,400,632,487.45001300848224,VALID,
dataset/Modern/_1021_https___www_searchculture_gr_aggregator_edm_Collections_OTE_000147_mt_022781_1_1.jpg,380,252,1315.2258158554278,VALID,
dataset/Modern/_437_item_MLP4JZWARUGSMOOGRXYTYG32JCPKAS6X_1_1.jpg,400,306,1541.304450275468,VALID,
dataset/Modern/_188_item_3IC7SLOCJWMXIXQVW34K36VMAMAP4W37_1_1.jpg,400,301,1835.3303653687597,VALID,
dataset/Modern/_649_item_QRT7NCKA3YTEURKPFE6GLFWBXM3F22UZ_1_1.png,400,585,118.4251979180181,VALID,
dataset/Modern/_15515_1110000898_1_1.png,400,300,318.5569662622222,VALID,
dataset/Modern/_91627_SMVK_EM_fotografi_2525044_1_1.jpg,400,564,860.0264896099761,VALID,
dataset/Modern/_188_item_4JFFDJED6Z3V5H2WFVPNC3552S5W6VHJ_1_1.jpg,400,257,2214.7799786366936,VALID,
dataset/Modern/_15508_14790_1_1.jpg,400,288,752.9219878796989,VALID,
dataset/Modern/_122_https___www_searchculture_gr_aggregator_edm_ELIA_000100_22_437781_1_1.jpg,314,550,623.596774297886,VALID,
dataset/Modern/_9200271_BibliographicResource_3000058902162_1_1.jpg,400,662,6370.968962064741,VALID,
dataset/Modern/_318_marc_nli_004710557_1_1.jpg,400,244,531.6082670055723,VALID,
dataset/Modern/_440_item_QX2PH7H72GWF5E3H3UF3IJX77W3L7O4G_1_1.jpg,400,541,2527.4425586284856,VALID,
dataset/Modern/_440_item_YDURCG26QE3ZOSCFUOD5RVPR2BKECDGS_1_1.jpg,400,259,795.7529043908669,VALID,
dataset/Modern/_463_item_LL5AQIDXR6CN5FF7FYUAKW2T6JLX3Y7V_1_1.jpg,400,314,3104.1738670899426,VALID,
dataset/Modern/_2021009__f10734d9_2b47_428e_9e88_14c1e590d510_1_1.jpg,400,291,1627.5051366820776,VALID,
dataset/Modern/_412_tr_photo_TMDTB_639_1_1.jpg,400,295,1348.140546725366,VALID,
dataset/Modern/_2051906_data_euscreenXL_https___www_openbeelden_nl_media_683318_1_1.png,360,288,100.08100386775531,VALID,
dataset/Modern/_2020708_Ca_Ba12857_5_14_01_1_1.jpg,400,302,1159.3852824376538,VALID,
dataset/Modern/_76_jlm_item_189662_1_1.jpg,340,550,1038.9609204637252,VALID,
dataset/Modern/_2021639_A3620_1_1.jpg,400,261,1621.8496589112574,VALID,
dataset/Modern/_649_item_XRHUOEC5ZZFJWU2PY7GAYLN2WKOCBP25_1_1.png,400,271,433.7061469784419,VALID,
dataset/Modern/_2020601_https___1914_1918_europeana_eu_contributions_13652_1_1.jpg,400,560,3094.7056515255103,VALID,
dataset/Modern/_916119_blm_item_53869_1_1.jpg,400,554,1855.7273432131265,VALID,
dataset/Modern/_0943111_libvar_ADV_14791_1_1.jpg,400,596,15208.586770097,VALID,
